sentence,intent
cho e hỏi thời gian học ca sáng từ mấy giờ đến mấy h ạ?,Other
ra trường liệu có thể làm những việc gì,Job_Opportunities
e muốn hỏi về ngành học của khoa mình đc á,Major_infor
có đc cả xét hba cả xét điểm thi thptqg k ạ,Admission_method
em có nhầm lẫn về thông tin nhập học thi có thể ll vs ai ạ?, Enrollment
chỉ tiêu và số nvong vào ngành kinh doanh quốc tế của khoa năm nay là bn ạ,Admission_method
"ad ơi, mức học phí chuyển tiếp cua rkhoa mình là ntn vậy ad?",Major_infor
hồ sơ nhập học đợt 1 gồm những gì ạ, Enrollment
kinh doanh qt điểm chúng tuyển bao nhiêu ạ,Basic_point
trong bài thi tiếng anh kỹ năng viết chiếm bao nhiêu điểm ạ ?,Eng_condition
ddiemr chuẩn cảu khoa 2016 là bnhieu,Basic_point
ad ơi,Greetings
ad ơi em muốn hỏi,Greetings
cho em hỏi một năm tầm bao nhiêu đc không ạ?,Tuition_fee
em ở hà đông không biết có gần khoa mình ko,School_infor
em sẽ đc cộng tối đa bao nhiêu điểm học tập khi tham gia nckh ạ,Student_research
e định bảo lưu trog 1 năm ạ,Other
mai em đến nhập học thì đến kiều mai đc k ạ, Enrollment
ai có thể giúp em giải đáp thắc mắc về giấy tờ ạ?, Enrollment
học mis trong bao lâu có thể ra trường?,Major_infor
ice có phải do bên nga cấp bằng ko ad,Major_infor
thực tế thì gvnn đảm nhiệm được bao nhiêu môn ạ,Major_infor
"a/c ơi, hạn nộp báo cáo tổng kết năm nay là bh vậy ạ?",Student_research
sv năm mấy thì được đăng kí chuyển tiếp sang cacs trường đối tác ạ ?,Major_infor
em đọc hồ sơ nhập học mà chẳng hiểu gì bh em có thể ll vs ai để biết thêm thông tin ạ?, Enrollment
ad cho em biết thông tin liên hệ vs ng quản lí nhập học chương trình lk vs keuka đc k ạ?, Enrollment
tham gia nckh thì đc cộng bao nhiều điểm vào điểm học tập ạ,Student_research
bh thì đúng rồi ạ,Agree
em chuẩn bị nộp hso ngành tin học và kỹ thuật vậy mã xét tuyen ghi bao nhiêu là đugns ạ,Major_infor
1 bài thi tiếng anh kéo dài bao lâu ạ,Eng_condition
e rất mong nhận đc phản hồi tốt bên khoa ạ,Other
anh/chị cho em hỏi,Greetings
dạ. đăng kí online nhập học sau 17 gio 7/8 vẫn đuoc phải k ạ, Enrollment
"ad ơi, sv khoa mình sau khi học xong thì có thể chuyển tiếp sang học ở những trg nào ạ?",Major_infor
ngày mai khoa mình bắt đầu nhập học phải không ad, Enrollment
mỗi tín cchir khi học lại bao nhiêu tiền vậy ad oi,Tuition_fee
email bộ môn khoa học công nghệ là gì thế ah ?,contact_point
"ad ơi, danh sách đề tài nckh năm trước là ntn ạ?",Student_research
hồ sơ nhập học ngành kế toán tài chính năm nay là gì ạ?, Enrollment
cho em hỏi về cơ hoội có việc làm cảu ngành ac,Job_Opportunities
1 năm thì chúng em phải nộp báo cáo tiến độ mấy lần vậy ad,Student_research
cho em hỏi mã dăng kí của ngành quản lý,Major_infor
em đc giải thi toán toàn quốc thì có đc xét học bổng k ạ?,Scholar
ad ơi ib thì ghi mã ngành thé nào ạ?,Major_infor
ad cho em hỏi học phí của khoa quốc tế là bn thế ạ?,Tuition_fee
cho em xin mẫu đơn đk rút học phần ạ,Asking_docs
số tiền học bổng tối đa được nhận là bao nhiêu ạ?,Scholar
ad gửi cho em link đơn miễn giảm học phí,Asking_docs
heelo,Greetings
ad cho em hỏi các thầy cô nước ngoài ngoài tiếng anh ra thì dùng ngôn gữ gì nữa ạ,Major_infor
"ad ơi, khi nào chúng em phải nộp báo cáo tổng kết đề tài nckh ạ?",Student_research
cho em hỏi học bổng dành cho hs đạt loại xuất sắc là bn ạ?,Scholar
ad ơi cho e hỏi xin sđt văn phòng vs  mà của bên quản lí ib để đk nhập học ạ, Enrollment
"ad ơi, cho em hỏi lộ trình nckh năm nay là ntn vậy ad?",Student_research
bao nhiêu 1 tín chỉ ạ,Tuition_fee
ad có khung chương trình ib ko cho em tham khảo với,Major_infor
quy định điểm trung bình bao nhiều để được chuyển tiếp ạ ?,Major_infor
cho em hỏi học phí ngành kế toán và tài chính là bao nhiêu ạ?,Tuition_fee
em dự định sẽ học ngành đó nên rất muốn ngành đó học về cái gì ạ,Major_infor
"em k biết phải liên lạc vs ng xử lí hồ sơ nhập học sáng nay, ad giúp em vs ạ?", Enrollment
cho em hỏi học phí của trường với ạ,Tuition_fee
alo a,Greetings
"cảm ơn bạn nhiều nhé, bye",Bye
số đt hotline của khoa qt là bao nhiêu vậy ?,contact_point
ad cho e hỏi lm thủ tục nhạp học là đến cơ sở nào của khoa ạh, Enrollment
"ad ơi, cho e hỏi học phí của khoa với ạ",Tuition_fee
"ad ơi cho em hỏi thêm là: trên website, phần giới thiệu về các chương trình đào tạo, của trường keuka thì có ghi học phí là $1400/học kì. nhưng ở phần học bổng lại ghi là ""học bổng cho học kì đầu tiên (tương đương khoảng $13.000)"" là sao ạ?",Scholar
a/c cho em xin thông tin chương trình bằng kép của khoa với ạ?,Major_infor
ad ơi cho em hỏi thủ tục nộp hsơ vào trg mình là ntn ạ?, Enrollment
ad cho em xin học phí chi chuyển sang các trường với ạ,Major_infor
hình thức bài thi năm nay có gì khác ko ạ,Eng_condition
xem email các thầy/cô ở đâu vậy ạ,contact_point
goodbye admin,Bye
"ad ơi, khoa mình đã công bố danh sách đề tài nckh chưa ạ?",Student_research
điều kiện xét tuyển thẳng vào khoa là sao ạ?,Admission_method
học phí của trường là bao nhiêu vậy ạ??,Tuition_fee
hồ sơ nhập học của khoa mình năm nay là ntn ?, Enrollment
"ad ơi, cho em xin thông tin về chương trinh bằng kép ạ?",Major_infor
ngành ib có xét tuyển thẳng k ạ?,Admission_method
ad ơi cho e hỏi xin sđt văn phòng vs  mà của bên quản lí keuka để đk nhập học ạ, Enrollment
ad ơi cho e hỏi thủ tục để đăng ký vào khoa quốc tế mình gồm những gì ạ?, Enrollment
em k hỏi veef,Denydisagree
xuân thủy là cơ sở mấy ạ,School_infor
cho em hỏi phòng máy g7 là cơ sở nào ạ,School_infor
trường mình có quy chế tuyển thẳng k ad,Admission_method
"a/c ơi, em đỗ vào khoa mình rồi thì thủ tục nhập học là thế nào vậy ad?", Enrollment
cho em xin sđt của anh quản lí nhập học ngành ib đc k ạ?, Enrollment
em chưa hiểu về thủ tục nhập học của khoa mình thì phải liên lạc vs ai?, Enrollment
ok ạ,Agree
tiền trao cho mỗi giải tham gia nckh ạ?,Student_research
số điện thoại phòng giải quyết vấn đề nhập học là gì ạ?, Enrollment
cơ sở nào của khoa có kí túc xá vậy ạ,School_infor
"cho mình hỏi, điều kiện để khoa quốc tế cấp học bổng là như nào ạ",Scholar
ad ơi sđt của anh quản lí ngành ib ạ?, Enrollment
trị giá cho mỗi suất học bổng chu văn an là bao nhiêu vậy ad?,Scholar
khoa mình có những chương trình lk nào vậy ạ?,Major_infor
em muốn hỏi là khoa mình có các học bổng ngoài đh quốc gia k ạ?,Scholar
em hỏi việc khác cơ,Denydisagree
địa chir gửi thư cụ thể của khoa là gì ?,contact_point
cho em xin form đơn xin vạy vốn,Asking_docs
"a/c ơi, sau khi em nộp báo cáo tiến độ thì em phải làm gì nữa ạ?",Student_research
"a/c ơi, đã có danh sách đề tài nckh chưa ạ?",Student_research
sáng toạ đàm cô giáo cũng có nói là tín chỉ sẽ đăng kí và đóng tiền r học,Other
chiỉ tiêu xét tuyển bổ sung đợt 2 ngành htttql là bh ạ?,Admission_method
kế toán kiểm toán năm nay lấy bao nhiêu đỉm thế cô,Basic_point
em hỏi cái khác cơ mà,Denydisagree
trong  placement test kỹ năng nghe có mấy câu hỏi ạ,Eng_condition
kinh doanh qt là làm về công việc nào a,Job_Opportunities
nhầm rồi,Denydisagree
"ad ơi, hạn nộp báo cáo tổng kết đề tài nckh năm nay là khi nào vậy ad?",Student_research
chương trình bằng kép ngôn ngữ hàn học trong bao lâu ?,Major_infor
"ad ơi, học phí chuyển tiếp từng kì của đh troy là bn ạ?",Major_infor
ad ơi tỉ lệ giáo viện nc ngoài của khoa là bao nhiêu ạ?,Major_infor
a/c ơi hồ sơ nhập học ngành kế toán tài chính là gì vậy ạ?, Enrollment
hằng năm thường kết thúc thời gian học vào lúc nào ạ,Major_infor
học phí của nganh này bao nhiêu ạ,Tuition_fee
khoa mình có tất cả mấy cơ sở ah,School_infor
trung bình thì bao nhiêu 1 tín chỉ ạ,Tuition_fee
khoa qt thành lập bao h,School_infor
"ad ơi, em đỗ ngành mis rồi thì phải chuẩn bị những giấy tờ  nhập học gì vậy ạ?", Enrollment
nckh thì đc cộng bao nhiêu điểm rèn luyện ạ,Student_research
cho e hỏi học phí ntn ạ,Tuition_fee
vầng ạ tại bạn của e đki trường khác mà k học đh nhg vẫn có giấy nên mẹ cứ mắng e nên e hỏi vậy ạ,Other
hẹn gặp ad,Bye
em muôn hỏi về học phí thì liên hệ với ai,contact_point
làm thủ tục nhập học thì có phải nộp tiền luôn k ạ?, Enrollment
"ad ơi, ngành mis là chương trình do đh quốc gia cấp bằng hay chương trình liên kết thế ạ?",Major_infor
cho tớ hỏi nếu được học bổng địa phương 100% thì có được học bổng ngắn hạn (theo điểm phẩy mỗi học kì) ko?,Other
cho e hỏi điểm của kinh doanh qte năm trc ạ,Basic_point
cảm ơn và tạm biệt addd,Bye
và nếu có thì trường tuyển khối thi nào ạ?,Admission_method
em muốn  nhận học bổng dài hạn thì phải đáp ứng những đk gì ạ?,Scholar
ad ơi có thể cho e xin danh sách các khoa còn chỉ tiêu đợt 2 của đại học quốc gia hà nội k ạ. e xin cảm ơn!,Admission_method
cho chú xin sdt của phòng tuyển sinh với,contact_point
mã ngành gồm cả số và chữ ạ ?,Major_infor
chỉ tiêu học bổng năm học 2017-2018,Scholar
"a/c ơi, khi thma gia nckh thì em đc cộng bao nhiêu điểm rèn luyện vậy ạ?",Student_research
học phí bao nhiêu,Tuition_fee
đk để nhận học bổng giỏi loại 2 là gì ạ,Scholar
ad cho em hỏi năm 2015 vs 2016 thì bao tiền 1 tín chỉ ạ,Tuition_fee
em là sinh viên trúng đợt xét tuyển bs thì thủ tục nhập học ntn ạ?, Enrollment
học ở khoa thì có ưu điểm gì so với ở các trường khác ngoài tiếng anh ạ,School_infor
"ad ơi, lịch trình nckh năm nay của khoa mình là ntn vậy ạ?",Student_research
quy trình nhập học có gồm việc nộp học phí đầu vào k ạ?, Enrollment
bye a/c,Bye
năm nay khoa mình có danh sách đề tài khoa học chưa ạ,Student_research
hôm trc đi nhập học em ghi nhầm thông tin thì bh phải liên lạc vs ai đẻ đc giải quyết ạ?, Enrollment
ad có thể cho em biết làm thế nào để xin học bổng hỗ trợ học phí địa phương với sinh viên không ak?,Scholar
em muốn hỏi là làm thế nào thì e đc nhận học bổng chu văn an ạ?,Scholar
"ad ơi, ad có đấy  k",Greetings
"ad ơi, mỗi năm học thì tỉ lệ giáo viên nc ngoài là bn ạ?",Major_infor
em có thể gửi hồ ssơ nhập học về cơ sở 1 k ạ?, Enrollment
ad gửi em địa chỉ nhập học ngày 8/7 vs, Enrollment
cho em hỏi đâu là cơ sở chính ạ,School_infor
năm nay e thi đại học và có ý định thử sức với khoa mình nhưng chưa biết rõ về cách tuyển sinh và chỉ tiêu của khoa!,Admission_method
2 admin,Greetings
ad ơi bản sơ yếu lí lịch theo mẫu gửi kèm thì mình lấy ở đây ạ,Asking_docs
các công ty có tuyển nhiều sv ac không ạ,Job_Opportunities
giữa các kỳ trong 1 năm học được nghỉ bao lâu hả ad,Major_infor
em đỗ vào khoa mình rồi thì thủ tục nhập học của khoa mình là ntn vậy ad?, Enrollment
ad cho em hỏi năm nay tổ hợp môn xét tuyển gồm những môn gì ạ,Admission_method
học phí ở trường tầm bn ạ?,Tuition_fee
cho e hỏi mức học phí của trường là bao nhiêu ạ,Tuition_fee
gửi cho em link đơn đăngkí học kì hè,Asking_docs
bao nhiêu tien / mỗi tín chỉ vậy ak ?,Tuition_fee
ad ơi giáo viên nước ngoài ở khoa mình trong độ tuổi bao nhiêu vậy ạ,Major_infor
e muốn đc tư vấn về thủ tục nhập học tại khoa thì phải liên lạc vs ai ạ?, Enrollment
cho e hỏi là chế độ học bổng năm nay là ntn ạ?,Scholar
câu hỏi của em là vậy ad,Agree
học bổng ngắn hạn thì gồm những học bổng nào ạ,Scholar
năm nay khoa mình còn chương trình học bổng địa phương k ạ,Scholar
em muốn nhận học bổng khuyến khích học tập thì phải đủ những đk gì ạ?,Scholar
cho e hỏi học phí khoa mình đc k ạ,Tuition_fee
khoa kinh tế quốc tế học phí bao nhiêu một năm ạ?,Tuition_fee
các bước nhập học ngành mis như thế nào vậy ạ?, Enrollment
"ad ơi, học phí chuyển tiếp sang đh troy là  bn vậy ad",Major_infor
k phải,Denydisagree
"nếu dc , ad cho em biết chính xác các đề tài nckh năm nay của khoa vs ạ",Student_research
tầm nhìn của khoa quốc tế là gì,School_infor
khoa quốc tế khác gì so với các trường khác,School_infor
ad cho em hỏi về chương trình học bổng của khoa ạ,Scholar
cho em hỏi placement test thi những nôi dung nào,Eng_condition
"ad ơi, gửi em mức khoa phí chuyển tiếp của từng ngành lk nhé",Major_infor
cho em hoi sdt của các anh chị quản lí clb xem ở đâu ạ,contact_point
dạ em đang quan tâm đến ngành khoa học quản lí ạ. em dự định sẽ học ngành đó nên rất muốn tìm hiểu về thông tin ạ,Major_infor
cho em hỏi về thời gian học mỗi kỳ với ạ,Major_infor
"khi thi tiếng anh chọn lớp, các kỹ năng thi cách nhau bao nhiêu phút ạ",Eng_condition
số điện thoại cảu bộ môn tiếng anh dự bị là số bao nhiêu thế ạ,contact_point
vâng đúng,Agree
"ad ơi,khoa kinh doanh quốc tế năm ngoái lấy bao nhiều điểm khối d thế ạ",Basic_point
học bổng địa phương trị giá bao nhiêu vậy ạ?,Scholar
thủ tục nhập học hôm 20/8 có lâu k và gồm những bc nào ạ, Enrollment
e đang qtam đến kế toán và tài chính c ạ,Major_infor
học bổng quốc tết gồm học bổng nào ạ,Scholar
cho e xin số điện thoại của người quản lí nhập học nganhf mis vs ạ, Enrollment
"ad ơi, cho em xin đơn đk vượt tiên quyết vs ạ",Asking_docs
cho e hỏi ngành kinh doanh quốc tế là học gì ạ??,Major_infor
"a/c ơi, e muốn nhận học bổng thì phải làm gì ạ?",Scholar
nếu em được xét tuyển thẳng vào ngành mis thì có được chuyển sang học ngành ib k ạ?,Admission_method
học phí thì như nào ạ,Tuition_fee
học ở cơ sở xuân thuỷ đúng k ạ,School_infor
nhà 21t là cơ sở mấy ạ,School_infor
em đk vào ngành ac và muốn hỏi về việc nhập học thì phải liên lạc vs ai ạ?, Enrollment
nckh chỉ khi nào đc giải mới đc cộng điểm phải k ạ?,Student_research
em đk nhập học ngành ac nhưng có thắc mắc thì phải hỏi ai ạ?, Enrollment
a/c cho em hỏi thông tin về học phí chuyển tiếp của khoa mình với ạ?,Major_infor
k ý em là khác cơ,Denydisagree
cho em xin mail hoặc cách để liên lạc vs thày cô để đc tư vấn về thủ tục nhập học tại khoa, Enrollment
khoảng bn điểm thì có thể đỗ ạ,Basic_point
thủ tục nhập học khoa mình năm nay như thế nào ạ? em k tìm thấy thông tin trên web của khoa, Enrollment
ad gửi cho em mẫu bảo lưu kết quả học tập ạ,Asking_docs
"cho em hỏi một chút ạ: em muốn nộp nv3 vào khoa quốc tế của trường mình, vậy thủ tục thế nào ạ? có cần giấy điểm không hay là lên trường trực tiếp mua hồ sơ ạ? mong add tl giúp em, e cảm ơn.", Enrollment
"ad ơi, gửi cho em xin danh sách các đề tài nckh năm 2017 nhé",Student_research
cho em hỏi ngành khoa học quản lí bao giờ có điểm trúng tuyển vậy,Basic_point
tổng giá trị học bổng từng năm của khoa mình là bao nhiêu vạy ad?,Scholar
"đạt danh hiệu học sinh giỏi từng năm học trong cả 3 năm thpt chuyên và có tổng điểm 4 bài thi/môn thi tốt nghiệp thpt đạt 28,0 điểm là đc xét tuyển thẳng vào khoa phải k ạ?",Admission_method
em thi xong rồi h muốn nộp vào trường học theo chương trình học liên kết với nước ngoài thì phải làm thế nào ạ,Admission_method
nộp hồ sơ ở cơ sở 1 hay 2, Enrollment
làm thủ tục nhập học online ddc k ad?, Enrollment
ad ơi em muốn hỏi,Greetings
em ko biết khoa mình nằm ở đường nào,School_infor
khoa mình năm ngoái lấy 18 điểm ạ?,Basic_point
làm gì để đc nhận học bổng hỗ trợ học tập,Scholar
"ad ơi, cho em xin mẫu báo cáo tiến trình nghiên cứu khoa học vs ạ",Asking_docs
thì tiếng anh co bao nhiêu câu trong đề thi ạ,Eng_condition
cho em hỏi về bố cục 1 bài thi  placement test,Eng_condition
có khi nào ngành này lấy gấp đôi chỉ tiêu cả số lượng ảo không ad,Admission_method
dúng ý em luôn,Agree
y em là thế đấy a,Agree
chươn trình lk đại học troy học trong bao lâu,Major_infor
"ad ơi, bao giờ thì hết hạn đk tham gia đề tài nckh vậy ạ?",Student_research
ai có thể giúp em giải đáp thắc mắc về hồ sơ nhập học ạ?, Enrollment
đúng ý e luôn,Agree
học đến lvl mấy thì có thể thi placement test ạ,Eng_condition
cho em xin link form đk xét tuyển vs ạ,Asking_docs
cho em hỏi một số cv sau khi học quản lí thông tin ạ,Job_Opportunities
khoa ở đoạn nào vậy ạ,School_infor
làm thế nào để đc nhận học bổng tại khoa vậy ad ơi?,Scholar
tổng chỉ tiêu học bổng thủ khoa đầu ra là bao nhiêu?,Scholar
"ad ơi, khoa mình có các đề tài nckh về những lĩnh vưc nào vậy ad?",Student_research
em muốn học nganh kinh doanh quốc tế .cho em hỏi học phí 1 năm ở trường là bao nhiêu ạ,Tuition_fee
"ad ơi, ad cho em biết tên các đề tài nckh năm nay vs ạ?",Student_research
"khoa có những cơ sở nào ạ, em muốn nhập học?", Enrollment
số lượng tuyển thẳng vào các ngành là khác nhau ạ?,Admission_method
học ở đâu vậy ad ??,School_infor
k17 hệ thống thông tin học ở đâu vậy ạ,School_infor
"ad ơi, cho em hỏi số suất học bổng sinh viên ngành ib có thể có được năm nay ạ?",Scholar
e muốn hỏi về điểm chuẩn của khoa,Basic_point
khoa cho em hỏi muốn dky học liên kết thì ghi mã xet tuyển ntn ạ,Major_infor
"ad ơi, có mẫu đơn đk xét tuyển thằng của khoa k ạ?",Asking_docs
em đỗ ngành cử nhân kế toán liên kết vs trg đh help thì phải nộp những hồ sơ  nhập học là gì ạ?, Enrollment
khoa quốc tế có những phòng nào ?,School_infor
chương trình lk vs đh keuka năm nay lấy bao nhiêu chỉ tiêu?,Admission_method
ý em là thế này cơ mà,Denydisagree
ý em là thế này,Denydisagree
chỉ có học sinh trường chuyển của đh qg hn mới đc xét tuyển thẳng ak?,Admission_method
thời gian đk tham gia đề tài nckh là bao giờ ạ?,Student_research
lààm thé nào để đc học bổng a.yersin,Scholar
ac cho em hỏi bài thi ta thi nghe trong bao lâu,Eng_condition
học ice sau ra trường làm gì ad,Job_Opportunities
bao giờ thì phải thuyết mình đè tài nghiên cứu ạ?,Student_research
ai có thể giải đáp chi tiết về vấn đề nhập học của ngành mis ạ, Enrollment
học bổng thấp nhất khoa mình là bn vậy ad?,Scholar
nộp hồ sơ thì phải đến tận địa điểm của khoa quốc tế để nộp giấy tờ đúng không ạ, Enrollment
số đt của khoa quốc tế là bao nhiêu,contact_point
em muốn biết lịch thi phân lớp tiếng anh thì xem ở đâu ạ,Eng_condition
trong phần mã ngành thì ghi cái gì ạ ?,Major_infor
muốn học khoa kinh doanh quốc tế thì học trong bao lâu ạ,Major_infor
cho em xin cách liên lạc với thầy thành ạ,contact_point
thời gian học bằng tiếng anh cảu ngành kinh doanh qt thế nào ạ,Major_infor
cho em xin mail hoặc cách để liên lạc vs thày cô để đc tư vấn về thủ tục nhập học tại khoa, Enrollment
"ad ơi,  những chương trình nào của khoa mình là do đh quốc gia cấp bằng ạ?",Major_infor
ngành ib có bao nhiêu suất học bổng vậy ạ?,Scholar
"em là sinh viên đk đợt 2, vậy ngày mai em đến nhập học đợt 2 ạ?", Enrollment
làm sao để nhận được học bổng chu văn an ạ,Scholar
"ad ơi, nếu em tham gia đề tài nckh thì khi nào chúng em đc đk tham gia ạ?",Student_research
a/c cho em biết những giấy tờ nhập học cần thiết dợt 2 vs ạ?, Enrollment
cơ sở nhận hồ sơ nhập học đợt 2 là ở đâu vậy ad, Enrollment
năm nay chỉ tiêu dự kiến khoa mình là bao nhiêu vậy ad?,Admission_method
ad owiiiii! em muốn hỏi là thủ tục nhập học ngày 1/8 là gì đó ?, Enrollment
cho em hỏi placement test có mấy dạng đề thi,Eng_condition
e học bên kiên kết. ngày mai cũng đến nhập học luôn ạ, Enrollment
"ad ơi, năm nay chỉ tiêu học bổng địa phương là bao nhiều ạ?",Scholar
em muốn hỏi có hỗ trợ hay học bổng gì cho hs k ạ,Scholar
e tưởng ngành kinh doanh quốc tế là do đại học bên mình cấp bằng chu ad,Major_infor
các nội dung trong bài thi placement test là gồm những gì ạ,Eng_condition
học phí mỗi tín chỉ là bao nhiêu ạ?,Tuition_fee
mỗi 1 kỳ có bao nhiêu môn có thầy cô nước ngoài dạy ạ,Major_infor
"ad ơi, điểm rèn luyện của em sẽ tăng ntn khi em tham gia nckh ạ?",Student_research
hố sơ nhập học có bao gồm giấy xác nhận kết quả thi, Enrollment
em đỗ vào khoa nv3 thì thủ tục nhập học ntn ạ?, Enrollment
học phí của khoa kinh doanh quốc tế là bn v ad,Tuition_fee
cho e hỏi học tiếng anh dự bị đã hết nửa ngày r nếu học thêm các môn đại cương thì học vào tgian nào ạ? có phải học cả ngày ko ạ,Other
"anh/ chị cho em hỏi, để xét tuyển thẳng thì em phải đạt những đk gì ạ?",Admission_method
tổng chỉ tiêu học bổng thủ khoa đầu vào là bao nhiêu?,Scholar
tổng số học bổng mỗi học kì là bao nhiêu vậy ad?,Scholar
a.c ơi em muốn xin đơn đk học bổng dai fhanj,Asking_docs
"ad ơi, học phí chuyển tiếp là đóng theo kì hay theo năm ạ?",Major_infor
em mới nhận thông tin là đỗ vào ngành kdqt và 1/8 đi làm thủ tục nhập học vậy thủ tục nhập học của khoa mình ntn ạ?, Enrollment
các kỹ năng trong bài thi tiếng anh là những kĩ năng nào,Eng_condition
và những môn nào là tự chọn khi học ice ạ,Major_infor
em nhập học muộn thì phải đến cơ sở nào ạ?, Enrollment
thầy trưởng khoa dùng email nào vậy ạ,contact_point
em đến cơ sở 2 nộp hồ sơ nhập học đc k ak, Enrollment
sdt của vp tuyển sinh là baoonhieeu ạ,contact_point
em muốn hỏi về,Other
cho em xin số tiền 1 tín ngành quản lý thông tin ạ,Tuition_fee
ngành khoa học quản lí có tỷ lệ thất nghiệp thế nào ?,Job_Opportunities
khi nào thì có thông tin về số tiền 1 tín chỉ năm nay vậy ad,Tuition_fee
fb thầy thành là gì vậy cô ?,contact_point
làm ntn để để được chuyển tiếp,Major_infor
mình học chính ở đâu ạ,School_infor
"hellu, ad",Greetings
chương trình học bổng thì s ạ?,Scholar
hello,Greetings
hôm nhập học e có cần mang giấy gọi nhập học k ạ?, Enrollment
mà hn ad là zai hay gái thế,Other
hoọc khoa học quản lý ra làm gì ạ?,Job_Opportunities
max ngành ib hthe nào ạ,Major_infor
thủ khoa đầu vào mỗi chương trình là bao nhiêu ạ?,Scholar
ad rảnh không ạ,Other
đc giải nhất nckh thì đc bao nhiêu tiền ạ?,Student_research
"ad ơi, em nộp hồ sơ nvbs nhưng k biết là đợt này khoa lấy bao nhiêu chỉ tiệu vậy ạ?",Admission_method
hôf sơ nhập học gửi bản mềm đc k ạ?, Enrollment
cho em đơn miễn giảm học phí ạ,Asking_docs
em có dự định học ở trường mình ngành quản trị khách sạn ạ ad nói rõ hơn về ngành này giúp em vs ạ,Major_infor
câu hỏi của em là khác mà ad,Denydisagree
vâng ạ,Agree
"chương trình troy ghi mã cấp bằng là gì, em ko biết",Major_infor
làm thế nào để liên hệ vs thầy hào ?,contact_point
nếu đc ad cho em xin cách thức ll vs chị quản lí chương trình kế toán tài chính ạ?, Enrollment
học mis sau này làm về kinh tế hay công nghệ thoog tin vậy ad,Job_Opportunities
ad có thể cho em biết trung bình đến khi ra trường thì hết khoảng bao nhiêu tiền học phí ko ạ vì em đang cân nhắc,Tuition_fee
cho mình xin thoog tin về học phí trên mỗi tín chỉ nhé,Tuition_fee
"em muốn tìm 1 ng là giảng viên của đại học quốc gia hà nội, nhg e k bit la khoa nao, chi nhớ dáng vẻ của thây, làm ơn giúp e vs ạ",Other
có mấy phần trong bài thi tiếng anh,Eng_condition
e muốn đkis vào đhqg cấp bằmg theo hình thức xét học bạ ạ,Admission_method
"ad ơi, cho em hỏi ạ, công việc sau khi chúng em nhận đề tài nckh là gì vây ad?",Student_research
này cho em hỏi với,Greetings
khi nào  bắt đàu học kỳ mói ạ,Major_infor
năm nay khoa có bao nhiếu suất học bổng dài hạn vaayja d?,Scholar
see you,Bye
em ko biết vị trí của khoa chỗ nào,School_infor
triết và tư tưởng thì bao nhiêu tiền 1 tín ạ,Tuition_fee
điều kiện của học bổng hỗ trợ học tập là gì ạ?,Scholar
em đc 27 điểm thì có cơ hội đc học bổng nào k ạ,Scholar
ngành kinh tế quốc tế ý ạ ad có thể cho em thêm thông tin dc không ạ,Major_infor
tư tưởng và triết  nằm trong khung chương trình nào vây,Major_infor
cho em hỏi trường nào có mức học phí chuyển tiếp cao nhất ạ?,Major_infor
mã ngành của mis viết tắt của từ gì ý ạ,Major_infor
điều kiện để nhận học bổng xuất sắc là gì ạ?,Scholar
bạn tl giúp mình nhé,Agree
điều kiện để đc học bổng quôc tế là gì ạ,Scholar
"ad ơi, cho em hỏi năm nay khpa có những đề tài nckh nào ạ?",Student_research
điều kiện xét tuyển thẳng ngành mis là gì ạ,Admission_method
em k muốn hỏi về vấn đề đấy đâu ạ,Denydisagree
kinh doanh qt đào tạo chuyên sau về cái gì vậy ạ?,Major_infor
may quá,Agree
mã ngành năm ngoái cảu kế toán kiểm toán là gì ạ,Major_infor
điểm chuẩn 2015 của tin học máy tính bao nhiêu thế adm ?,Basic_point
"em có nguyện vọng muốn đk bằng kép ngành ngôn ngữ hàn, nhưng e k biết là chỉ tiêu là bao nhiêu. ad giúp e giải đáp vs ạ?",Admission_method
"ad ơi, ad cho em hỏi những hộ trợ mà khoa dành cho sv khi tham gia nckh ạ?",Student_research
khoa mình nhập học tại địa chỉ nào vậy ad?, Enrollment
chỉ tiêu năm nay ngành mis có tăng k ạ?,Admission_method
cho em hỏi time cụ thể thi tiếng anh chọn lớp ak?,Eng_condition
địa chỉ ở đâu v ạ,School_infor
"ad ơi, cho e xin hỏi về học phí của khoa vs ạ?",Tuition_fee
hello ac,Greetings
những cty nào hay tuyến sv mis ạ,Job_Opportunities
goodbye aạ,Bye
khi thi kỹ năng nói ở  placement test thì giám thị là người nước ngoài hay vn ạ,Eng_condition
những kỹ năng nào chiếm hệ số điểm cao trong bài thi tiếng anh ạ,Eng_condition
số tiền học bổng tối thiểu được nhận là bao nhiêu ạ?,Scholar
ok ad,Agree
làm sao để lấy được học bổng loại 1 thế ạ? thủ khoa ngành kinh doanh quốc tế được bao nhiêu điểm ạ?,Scholar
nhà trg có sự hỗ trợ gì cho sv khi tham gia đề tài nckh k ạ?,Student_research
em được gì khi tham gia nckh sv ạ?,Student_research
bao h khoa có mã ngành kinh doanh qt ạ,Major_infor
trong bài thi tiếng anh kỹ năng nghe chiếm bao nhiêu điểm ạ ?,Eng_condition
chào anh chị,Greetings
cho em xin link đk học bổng yamada năm 2019 vs,Asking_docs
em đk nhập học ngành mis nhưng có thắc mắc thì phải hỏi ai ạ?, Enrollment
ad cho em hỏi cấu trúc đề thi ta năm ngoái với ạ,Eng_condition
